"","BPS_V","SCL_V","freq","X","Freq","BPS_CODE","ZONE","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R","G","B","RED","GREEN","BLUE"
"1",31,"Other",68850,3,68850,31,"na","na","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",NA,NA,NA,NA,NA,NA,NA,NA,191,191,191,0.74902,0.74902,0.74902
"2",1561,"NatVeg",1059812,4,1318943,13022,"50","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"3",1561,"Other",122219,4,1318943,13022,"50","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"4",1561,"Developed",101819,4,1318943,13022,"50","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"5",1561,"Ag",35093,4,1318943,13022,"50","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"6",1562,"NatVeg",647451,5,785553,13022,"50","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,150,0.298039,0.901961,0.588235
"7",1562,"Other",66062,5,785553,13022,"50","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,150,0.298039,0.901961,0.588235
"8",1562,"Developed",60685,5,785553,13022,"50","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,150,0.298039,0.901961,0.588235
"9",1562,"Ag",11355,5,785553,13022,"50","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,150,0.298039,0.901961,0.588235
"10",1563,"NatVeg",17,6,337,13100,"50","13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,20,48,32,"I-C",176,163,222,0.690196,0.639216,0.870588
"11",1563,"Other",1,6,337,13100,"50","13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,20,48,32,"I-C",176,163,222,0.690196,0.639216,0.870588
"12",1563,"Developed",319,6,337,13100,"50","13100_44_50","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",123,49,76,24,20,48,32,"I-C",176,163,222,0.690196,0.639216,0.870588
"13",1568,"NatVeg",6035,7,6805,13651,"50","13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,NA,213,85,15,NA,"V-A",147,194,114,0.576471,0.760784,0.447059
"14",1568,"Other",166,7,6805,13651,"50","13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,NA,213,85,15,NA,"V-A",147,194,114,0.576471,0.760784,0.447059
"15",1568,"Developed",512,7,6805,13651,"50","13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,NA,213,85,15,NA,"V-A",147,194,114,0.576471,0.760784,0.447059
"16",1568,"Ag",92,7,6805,13651,"50","13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,NA,213,85,15,NA,"V-A",147,194,114,0.576471,0.760784,0.447059
"17",1569,"NatVeg",8833,8,11655,13660,"50","13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,32,15,53,"III-B",208,255,99,0.815686,1,0.388235
"18",1569,"Other",539,8,11655,13660,"50","13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,32,15,53,"III-B",208,255,99,0.815686,1,0.388235
"19",1569,"Developed",1642,8,11655,13660,"50","13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,32,15,53,"III-B",208,255,99,0.815686,1,0.388235
"20",1569,"Ag",641,8,11655,13660,"50","13660_50","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",483,1018,291,154,32,15,53,"III-B",208,255,99,0.815686,1,0.388235
"21",1570,"Developed",31,9,31,13940,"50","13940_50_51","North-Central Interior Oak Savanna","Hardwood",66,184,5,5,7,3,90,"I-A",230,213,138,0.901961,0.835294,0.541176
"22",1573,"NatVeg",1606,10,4078,14072,"50","14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,34,18,48,"I-B",153,66,100,0.6,0.258824,0.392157
"23",1573,"Other",59,10,4078,14072,"50","14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,34,18,48,"I-B",153,66,100,0.6,0.258824,0.392157
"24",1573,"Developed",2329,10,4078,14072,"50","14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,34,18,48,"I-B",153,66,100,0.6,0.258824,0.392157
"25",1573,"Ag",84,10,4078,14072,"50","14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,34,18,48,"I-B",153,66,100,0.6,0.258824,0.392157
"26",1575,"NatVeg",22,11,1847,14120,"50","14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,NA,87,3,96,NA,4,"II-A",214,0,157,0.839216,0,0.615686
"27",1575,"Other",1468,11,1847,14120,"50","14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,NA,87,3,96,NA,4,"II-A",214,0,157,0.839216,0,0.615686
"28",1575,"Developed",352,11,1847,14120,"50","14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,NA,87,3,96,NA,4,"II-A",214,0,157,0.839216,0,0.615686
"29",1575,"Ag",5,11,1847,14120,"50","14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,NA,87,3,96,NA,4,"II-A",214,0,157,0.839216,0,0.615686
"30",1576,"NatVeg",17,12,5102,14210,"50","14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,NA,NA,4,100,NA,NA,"II-A",232,255,196,0.909804,1,0.768627
"31",1576,"Other",4585,12,5102,14210,"50","14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,NA,NA,4,100,NA,NA,"II-A",232,255,196,0.909804,1,0.768627
"32",1576,"Developed",468,12,5102,14210,"50","14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,NA,NA,4,100,NA,NA,"II-A",232,255,196,0.909804,1,0.768627
"33",1576,"Ag",32,12,5102,14210,"50","14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,NA,NA,4,100,NA,NA,"II-A",232,255,196,0.909804,1,0.768627
"34",1577,"NatVeg",16299,13,18160,14440,"50","14440_41_50_51","Eastern Boreal Floodplain","Hardwood",NA,581,312,203,NA,35,65,"V-A",69,69,156,0.270588,0.270588,0.611765
"35",1577,"Other",1203,13,18160,14440,"50","14440_41_50_51","Eastern Boreal Floodplain","Hardwood",NA,581,312,203,NA,35,65,"V-A",69,69,156,0.270588,0.270588,0.611765
"36",1577,"Developed",578,13,18160,14440,"50","14440_41_50_51","Eastern Boreal Floodplain","Hardwood",NA,581,312,203,NA,35,65,"V-A",69,69,156,0.270588,0.270588,0.611765
"37",1577,"Ag",80,13,18160,14440,"50","14440_41_50_51","Eastern Boreal Floodplain","Hardwood",NA,581,312,203,NA,35,65,"V-A",69,69,156,0.270588,0.270588,0.611765
"38",1578,"NatVeg",8465,14,9000,14660,"50","14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,NA,468,13,87,NA,"V-A",181,0,0,0.709804,0,0
"39",1578,"Other",42,14,9000,14660,"50","14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,NA,468,13,87,NA,"V-A",181,0,0,0.709804,0,0
"40",1578,"Developed",463,14,9000,14660,"50","14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,NA,468,13,87,NA,"V-A",181,0,0,0.709804,0,0
"41",1578,"Ag",30,14,9000,14660,"50","14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,NA,468,13,87,NA,"V-A",181,0,0,0.709804,0,0
"42",1580,"NatVeg",15469,15,37654,14750,"50","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",NA,435,68,59,NA,14,86,"III-A",122,143,245,0.478431,0.560784,0.960784
"43",1580,"Other",20537,15,37654,14750,"50","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",NA,435,68,59,NA,14,86,"III-A",122,143,245,0.478431,0.560784,0.960784
"44",1580,"Developed",1424,15,37654,14750,"50","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",NA,435,68,59,NA,14,86,"III-A",122,143,245,0.478431,0.560784,0.960784
"45",1580,"Ag",224,15,37654,14750,"50","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",NA,435,68,59,NA,14,86,"III-A",122,143,245,0.478431,0.560784,0.960784
"46",1581,"NatVeg",445761,16,476735,14770,"50","14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,NA,123,105,15,NA,85,"III-B",106,0,138,0.415686,0,0.541176
"47",1581,"Other",15182,16,476735,14770,"50","14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,NA,123,105,15,NA,85,"III-B",106,0,138,0.415686,0,0.541176
"48",1581,"Developed",13649,16,476735,14770,"50","14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,NA,123,105,15,NA,85,"III-B",106,0,138,0.415686,0,0.541176
"49",1581,"Ag",2143,16,476735,14770,"50","14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,NA,123,105,15,NA,85,"III-B",106,0,138,0.415686,0,0.541176
"50",1583,"NatVeg",211930,17,218963,14810,"50","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,NA,NA,989,100,NA,NA,"V-B",232,189,255,0.909804,0.741176,1
"51",1583,"Other",2097,17,218963,14810,"50","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,NA,NA,989,100,NA,NA,"V-B",232,189,255,0.909804,0.741176,1
"52",1583,"Developed",4283,17,218963,14810,"50","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,NA,NA,989,100,NA,NA,"V-B",232,189,255,0.909804,0.741176,1
"53",1583,"Ag",653,17,218963,14810,"50","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,NA,NA,989,100,NA,NA,"V-B",232,189,255,0.909804,0.741176,1
"54",1584,"NatVeg",875,18,41733,14920,"50","14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",NA,NA,NA,NA,NA,NA,NA,NA,122,245,202,0.478431,0.960784,0.792157
"55",1584,"Other",39396,18,41733,14920,"50","14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",NA,NA,NA,NA,NA,NA,NA,NA,122,245,202,0.478431,0.960784,0.792157
"56",1584,"Developed",1384,18,41733,14920,"50","14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",NA,NA,NA,NA,NA,NA,NA,NA,122,245,202,0.478431,0.960784,0.792157
"57",1584,"Ag",78,18,41733,14920,"50","14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",NA,NA,NA,NA,NA,NA,NA,NA,122,245,202,0.478431,0.960784,0.792157
"58",1586,"NatVeg",21888,19,29970,14940,"50","14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,NA,NA,18,100,NA,NA,"II-C",0,168,107,0,0.658824,0.419608
"59",1586,"Other",7066,19,29970,14940,"50","14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,NA,NA,18,100,NA,NA,"II-C",0,168,107,0,0.658824,0.419608
"60",1586,"Developed",825,19,29970,14940,"50","14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,NA,NA,18,100,NA,NA,"II-C",0,168,107,0,0.658824,0.419608
"61",1586,"Ag",191,19,29970,14940,"50","14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,NA,NA,18,100,NA,NA,"II-C",0,168,107,0,0.658824,0.419608
"62",1588,"NatVeg",9,20,11,13022,"41","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"63",1588,"Other",2,20,11,13022,"41","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"64",1593,"NatVeg",8,21,9,13440,"41","13440_41","Boreal Jack Pine-Black Spruce Forest","Conifer",82,NA,NA,82,100,NA,NA,"IV-A",255,140,140,1,0.54902,0.54902
"65",1593,"Other",1,21,9,13440,"41","13440_41","Boreal Jack Pine-Black Spruce Forest","Conifer",82,NA,NA,82,100,NA,NA,"IV-A",255,140,140,1,0.54902,0.54902
"66",1596,"NatVeg",356041,22,361736,13651,"41","13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,NA,213,85,15,NA,"V-A",147,194,114,0.576471,0.760784,0.447059
"67",1596,"Other",5372,22,361736,13651,"41","13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,NA,213,85,15,NA,"V-A",147,194,114,0.576471,0.760784,0.447059
"68",1596,"Developed",29,22,361736,13651,"41","13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,NA,213,85,15,NA,"V-A",147,194,114,0.576471,0.760784,0.447059
"69",1596,"Ag",294,22,361736,13651,"41","13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,NA,213,85,15,NA,"V-A",147,194,114,0.576471,0.760784,0.447059
"70",1597,"NatVeg",126336,23,128425,13652,"41","13652_41","Boreal White Spruce-Fir-Hardwood Forest-Coastal","Conifer",939,1147,NA,516,55,45,NA,"V-B",110,137,70,0.431373,0.537255,0.27451
"71",1597,"Other",1912,23,128425,13652,"41","13652_41","Boreal White Spruce-Fir-Hardwood Forest-Coastal","Conifer",939,1147,NA,516,55,45,NA,"V-B",110,137,70,0.431373,0.537255,0.27451
"72",1597,"Developed",72,23,128425,13652,"41","13652_41","Boreal White Spruce-Fir-Hardwood Forest-Coastal","Conifer",939,1147,NA,516,55,45,NA,"V-B",110,137,70,0.431373,0.537255,0.27451
"73",1597,"Ag",105,23,128425,13652,"41","13652_41","Boreal White Spruce-Fir-Hardwood Forest-Coastal","Conifer",939,1147,NA,516,55,45,NA,"V-B",110,137,70,0.431373,0.537255,0.27451
"74",1598,"NatVeg",448,24,731,13653,"41","13653_41","Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch","Conifer",112,243,NA,76,68,32,NA,"III-A",255,255,145,1,1,0.568627
"75",1598,"Other",280,24,731,13653,"41","13653_41","Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch","Conifer",112,243,NA,76,68,32,NA,"III-A",255,255,145,1,1,0.568627
"76",1598,"Ag",3,24,731,13653,"41","13653_41","Boreal White Spruce-Fir-Hardwood Forest-Aspen-Birch","Conifer",112,243,NA,76,68,32,NA,"III-A",255,255,145,1,1,0.568627
"77",1605,"NatVeg",2389,25,3130,14440,"41","14440_41_50_51","Eastern Boreal Floodplain","Hardwood",NA,581,312,203,NA,35,65,"V-A",69,69,156,0.270588,0.270588,0.611765
"78",1605,"Other",741,25,3130,14440,"41","14440_41_50_51","Eastern Boreal Floodplain","Hardwood",NA,581,312,203,NA,35,65,"V-A",69,69,156,0.270588,0.270588,0.611765
"79",1607,"NatVeg",71,26,103,14750,"41","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",NA,435,68,59,NA,14,86,"III-A",122,143,245,0.478431,0.560784,0.960784
"80",1607,"Other",32,26,103,14750,"41","14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",NA,435,68,59,NA,14,86,"III-A",122,143,245,0.478431,0.560784,0.960784
"81",1608,"NatVeg",37506,27,38532,14770,"41","14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,NA,123,105,15,NA,85,"III-B",106,0,138,0.415686,0,0.541176
"82",1608,"Other",993,27,38532,14770,"41","14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,NA,123,105,15,NA,85,"III-B",106,0,138,0.415686,0,0.541176
"83",1608,"Developed",13,27,38532,14770,"41","14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,NA,123,105,15,NA,85,"III-B",106,0,138,0.415686,0,0.541176
"84",1608,"Ag",20,27,38532,14770,"41","14770_40_41_50_51","Boreal Acidic Peatland Systems","Riparian",716,NA,123,105,15,NA,85,"III-B",106,0,138,0.415686,0,0.541176
"85",1610,"NatVeg",61021,28,61550,14810,"41","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,NA,NA,989,100,NA,NA,"V-B",232,189,255,0.909804,0.741176,1
"86",1610,"Other",477,28,61550,14810,"41","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,NA,NA,989,100,NA,NA,"V-B",232,189,255,0.909804,0.741176,1
"87",1610,"Developed",16,28,61550,14810,"41","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,NA,NA,989,100,NA,NA,"V-B",232,189,255,0.909804,0.741176,1
"88",1610,"Ag",36,28,61550,14810,"41","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,NA,NA,989,100,NA,NA,"V-B",232,189,255,0.909804,0.741176,1
"89",1611,"NatVeg",11,29,2068,14920,"41","14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",NA,NA,NA,NA,NA,NA,NA,NA,122,245,202,0.478431,0.960784,0.792157
"90",1611,"Other",2057,29,2068,14920,"41","14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",NA,NA,NA,NA,NA,NA,NA,NA,122,245,202,0.478431,0.960784,0.792157
"91",1613,"NatVeg",1966,30,3820,14940,"41","14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,NA,NA,18,100,NA,NA,"II-C",0,168,107,0,0.658824,0.419608
"92",1613,"Other",1827,30,3820,14940,"41","14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,NA,NA,18,100,NA,NA,"II-C",0,168,107,0,0.658824,0.419608
"93",1613,"Developed",1,30,3820,14940,"41","14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,NA,NA,18,100,NA,NA,"II-C",0,168,107,0,0.658824,0.419608
"94",1613,"Ag",26,30,3820,14940,"41","14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,NA,NA,18,100,NA,NA,"II-C",0,168,107,0,0.658824,0.419608
"95",1614,"NatVeg",12563591,31,23636687,13022,"51","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"96",1614,"Other",4852796,31,23636687,13022,"51","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"97",1614,"Developed",2017863,31,23636687,13022,"51","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"98",1614,"Ag",4202437,31,23636687,13022,"51","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,0,0.298039,0.901961,0
"99",1615,"NatVeg",6913462,32,10455096,13022,"51","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,150,0.298039,0.901961,0.588235
"100",1615,"Other",1448574,32,10455096,13022,"51","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,150,0.298039,0.901961,0.588235
"101",1615,"Developed",741176,32,10455096,13022,"51","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,150,0.298039,0.901961,0.588235
"102",1615,"Ag",1351884,32,10455096,13022,"51","13022_41_50_51","Laurentian-Acadian Northern Hardwoods Forest-Hemlock","Hardwood",2040,NA,NA,2040,100,NA,NA,"V-B",76,230,150,0.298039,0.901961,0.588235
"103",1616,"NatVeg",387115,33,457856,13023,"51","13023_51","Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood ","Hardwood",1016,NA,NA,1016,100,NA,NA,"V-B",38,105,0,0.14902,0.411765,0
"104",1616,"Other",38951,33,457856,13023,"51","13023_51","Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood ","Hardwood",1016,NA,NA,1016,100,NA,NA,"V-B",38,105,0,0.14902,0.411765,0
"105",1616,"Developed",17431,33,457856,13023,"51","13023_51","Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood ","Hardwood",1016,NA,NA,1016,100,NA,NA,"V-B",38,105,0,0.14902,0.411765,0
"106",1616,"Ag",14359,33,457856,13023,"51","13023_51","Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood ","Hardwood",1016,NA,NA,1016,100,NA,NA,"V-B",38,105,0,0.14902,0.411765,0
"107",1617,"NatVeg",1563777,34,8362066,13100,"51","13100_51","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",161,160,11,9,6,6,88,"I-B",176,163,222,0.690196,0.639216,0.870588
"108",1617,"Other",542838,34,8362066,13100,"51","13100_51","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",161,160,11,9,6,6,88,"I-B",176,163,222,0.690196,0.639216,0.870588
"109",1617,"Developed",2055888,34,8362066,13100,"51","13100_51","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",161,160,11,9,6,6,88,"I-B",176,163,222,0.690196,0.639216,0.870588
"110",1617,"Ag",4199563,34,8362066,13100,"51","13100_51","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",161,160,11,9,6,6,88,"I-B",176,163,222,0.690196,0.639216,0.870588
"111",1618,"NatVeg",759725,35,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784
"112",1618,"Other",256287,35,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784
"113",1618,"Developed",664276,35,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784
"114",1618,"Ag",1393665,35,3073953,13110,"51","13110_51","North-Central Interior Dry Oak Forest and Woodland","Hardwood",137,111,11,9,7,8,85,"I-B",179,207,143,0.701961,0.811765,0.560784
"115",1619,"NatVeg",2924477,36,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549
"116",1619,"Other",1786007,36,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549
"117",1619,"Developed",6745708,36,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549
"118",1619,"Ag",17127090,36,28583282,13130,"51","13130_47_50_51","North-Central Interior Beech-Maple Forest","Hardwood",1004,NA,836,456,45,NA,55,"V-A",0,156,44,0,0.611765,0.172549
"119",1620,"NatVeg",2173020,37,2946699,13441,"51","13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer",34,64,7,5,15,8,77,"I-A",255,140,140,1,0.54902,0.54902
"120",1620,"Other",398110,37,2946699,13441,"51","13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer",34,64,7,5,15,8,77,"I-A",255,140,140,1,0.54902,0.54902
"121",1620,"Developed",341067,37,2946699,13441,"51","13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer",34,64,7,5,15,8,77,"I-A",255,140,140,1,0.54902,0.54902
"122",1620,"Ag",34502,37,2946699,13441,"51","13441_51","Boreal Jack Pine-Black Spruce Forest-Pine Barrens","Conifer",34,64,7,5,15,8,77,"I-A",255,140,140,1,0.54902,0.54902
"123",1621,"NatVeg",118221,38,301620,13442,"51","13442_51","Boreal Jack Pine-Black Spruce Forest-Spruce-Fir","Conifer",112,NA,NA,112,100,NA,NA,"IV-B",135,200,114,0.529412,0.784314,0.447059
"124",1621,"Other",122823,38,301620,13442,"51","13442_51","Boreal Jack Pine-Black Spruce Forest-Spruce-Fir","Conifer",112,NA,NA,112,100,NA,NA,"IV-B",135,200,114,0.529412,0.784314,0.447059
"125",1621,"Developed",32535,38,301620,13442,"51","13442_51","Boreal Jack Pine-Black Spruce Forest-Spruce-Fir","Conifer",112,NA,NA,112,100,NA,NA,"IV-B",135,200,114,0.529412,0.784314,0.447059
"126",1621,"Ag",28041,38,301620,13442,"51","13442_51","Boreal Jack Pine-Black Spruce Forest-Spruce-Fir","Conifer",112,NA,NA,112,100,NA,NA,"IV-B",135,200,114,0.529412,0.784314,0.447059
"127",1622,"NatVeg",7697309,39,14317213,13620,"51","13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,16,11,73,"III-A",255,191,191,1,0.74902,0.74902
"128",1622,"Other",1540634,39,14317213,13620,"51","13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,16,11,73,"III-A",255,191,191,1,0.74902,0.74902
"129",1622,"Developed",2126617,39,14317213,13620,"51","13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,16,11,73,"III-A",255,191,191,1,0.74902,0.74902
"130",1622,"Ag",2952653,39,14317213,13620,"51","13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,16,11,73,"III-A",255,191,191,1,0.74902,0.74902
